,index,age,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,employment_rate,consumer_price_index,consumer_confidence_index,euducation_level_high,euducation_level_low,euducation_level_medium,job_employment,job_retired,job_student,job_unemployed,marital_divorced,marital_married,marital_single,marital_unknown,have_credit_card_no,have_credit_card_unknown,have_credit_card_yes,have_housing_loan_no,have_housing_loan_unknown,have_housing_loan_yes,have_personal_loan_no,have_personal_loan_unknown,have_personal_loan_yes,connect_method_cellular,connect_method_telephone,previous_connect_month_3.0,previous_connect_month_4.0,previous_connect_month_5.0,previous_connect_month_6.0,previous_connect_month_7.0,previous_connect_month_8.0,previous_connect_month_9.0,previous_connect_month_10.0,previous_connect_month_11.0,previous_connect_month_12.0,previous_connect_weekday_Friday,previous_connect_weekday_Monday,previous_connect_weekday_Thursday,previous_connect_weekday_Tuesday,previous_connect_weekday_Wednesday,last_campaign_outcomes_failure,last_campaign_outcomes_nonexistent,last_campaign_outcomes_success,pca_0,pca_1,pca_2,um_0,um_1
14289,14289,43.0,2.0,3.0,1.0,57.1,92.963,-40.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-5259.999177189034,-4.236180196932108,2.942899807892027,1.760821,0.40408212
14290,14290,37.0,3.0,-1.0,0.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5258.9991154174995,-4.124714354549029,-3.170732415507964,1.8365965,0.46151987
14291,14291,35.0,4.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5257.999420536564,-2.7352169840920175,-5.081997352472757,1.8477236,0.4599341
14292,14292,50.0,2.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5256.999526680248,-3.203438924964141,10.009030058354758,1.8624148,0.46846455
14293,14293,36.0,4.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5255.9994344750085,-2.734561381181649,-4.079142718449879,1.901347,0.4916655
14294,14294,53.0,1.0,-1.0,0.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5254.999347036602,-4.120727573071301,12.82384198794236,1.916004,0.48419213
14295,14295,39.0,2.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5253.999368062739,-3.2048654362277857,-0.9875805694275981,1.9347426,0.48984414
14296,14296,31.0,1.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-5252.999060666919,-3.999835381793023,-9.08055957323215,2.0386977,0.50252247
14297,14297,37.0,1.0,-1.0,1.0,58.2,92.893,-46.2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-5251.999073102362,-4.305100884217638,-3.1629422924099235,2.0226147,0.5074577
14298,14298,51.0,2.0,1.0,1.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-5250.999347953642,-3.9954510666143963,10.917623238952459,2.016198,0.5225079
14299,14299,21.0,2.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5249.999109552549,-3.207367518712488,-18.992411481145496,2.13245,0.55458015
14300,14300,26.0,2.0,-1.0,0.0,58.2,92.843,-50.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5248.998900791731,-4.356298453328633,-14.228913941728552,2.0968974,0.5446401
14301,14301,25.0,5.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-5247.999145390319,-3.281656282316408,-15.100108723055062,2.1141286,0.5501185
14302,14302,35.0,2.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5246.999420922654,-2.732634086827441,-5.080292082208386,2.143738,0.56126356
14303,14303,24.0,3.0,-1.0,1.0,57.1,92.963,-40.8,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5245.998902754408,-4.236447729397873,-16.066189272963964,2.1800306,0.56875086
14304,14304,46.0,1.0,-1.0,0.0,58.2,93.075,-47.1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5244.999245112697,-4.11967740559104,5.8277637231212,2.173873,0.55695474
14305,14305,49.0,13.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5243.999618825938,-2.72891327572157,8.930852380740909,2.2453794,0.61140054
14306,14306,49.0,4.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5242.999623138485,-2.728915450278243,8.921861585815394,2.263543,0.6041936
14307,14307,38.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5241.999355340956,-3.2022006600721657,-1.9851146769370704,2.1952004,0.55965275
14308,14308,40.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5240.9993837842085,-3.2015604783725777,0.011370836969551226,2.285422,0.6034533
14309,14309,52.0,1.0,15.0,1.0,57.1,92.201,-31.4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-5239.999128522778,-4.992265735224191,12.12557935034086,2.4063606,0.6543812
14310,14310,31.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-5238.998987715778,-4.303177057490111,-9.165029340288243,2.251542,0.5946907
14311,14311,49.0,2.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-5237.999493029869,-3.274697802221576,8.898365328183926,2.3874404,0.6381548
14312,14312,28.0,4.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5236.9992089575235,-3.202849408536664,-11.983552180865173,2.3329728,0.62186694
14313,14313,32.0,3.0,-1.0,1.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-5235.99900130221,-4.302156370461497,-8.15755152926226,2.3453267,0.63091123
14314,14314,52.0,4.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-5234.99953439254,-3.273365147130183,11.908961731809185,2.4958375,0.68201375
14315,14315,35.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-5233.9993127598045,-3.200851468198769,-4.995554776471808,2.4418764,0.66788965
14316,14316,62.0,3.0,-1.0,0.0,57.1,92.201,-31.4,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-5232.999270658272,-4.988580574464743,22.0964287127521,2.505454,0.689624
14317,14317,50.0,1.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-5231.999638615016,-2.726162243230938,9.90830973146894,2.516067,0.69260377
14318,14318,50.0,8.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5230.999635586553,-2.7257498779519,9.925538580828531,2.5542526,0.7031156
14319,14319,40.0,1.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-5229.999191140156,-3.992572069294217,-0.0822602870890326,2.520475,0.68954253
14320,14320,41.0,3.0,-1.0,0.0,56.6,92.649,-30.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,-5228.999076610775,-4.543746865939731,1.1259142365981314,2.5539587,0.69406676
14321,14321,42.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5227.999412062485,-3.1980405361807334,2.0152081902016836,2.6016588,0.71264726
14322,14322,54.0,6.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5226.999694291173,-2.724048105367648,13.920280354897319,2.5804389,0.7123261
14323,14323,48.0,3.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-5225.999364919202,-3.7463993417550463,8.021691314463123,2.5956445,0.7176297
14324,14324,42.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5224.999145973205,-4.297678824411538,1.840441694052353,2.6249218,0.72628963
14325,14325,28.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-5223.999190787752,-3.275416298477832,-12.104206293186335,2.6607182,0.73739904
14326,14326,31.0,2.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-5222.999233518379,-3.2745806909523885,-9.104008088242646,2.6722345,0.747708
14327,14327,50.0,2.0,-1.0,1.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-5221.99933489247,-3.988633980768293,9.906940430047166,2.6657853,0.75765896
14328,14328,49.0,1.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5220.999513396393,-3.1950190417831497,9.010657563833295,2.661459,0.7408989
14329,14329,36.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5219.999326305857,-3.197254853199344,-3.986626001497665,2.694567,0.7502764
14330,14330,56.0,1.0,-1.0,0.0,61.4,94.465,-41.8,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5218.99972530979,-2.7218851575737766,15.921270645985823,2.7406175,0.76944727
14331,14331,39.0,3.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5217.999479622019,-2.7248719266182837,-1.0801205273392098,2.7575305,0.77258825
14332,14332,32.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-5216.99926933874,-3.197355366952344,-7.983788076507492,2.7977836,0.78061587
14333,14333,56.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-5215.9995938977045,-3.2680898826561062,15.902045178161394,2.815397,0.7808057
14334,14334,33.0,1.0,6.0,1.0,58.9,94.601,-49.5,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-5214.999426313787,-2.5888315537686153,-7.211310033324303,2.8451688,0.7844634
14335,14335,34.0,1.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-5213.999105261136,-3.9898671138717603,-6.083792195250444,2.8415813,0.8005689
14336,14336,46.0,3.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-5212.999337119108,-3.743668892694518,6.021654172343386,2.839691,0.7965664
14337,14337,55.0,14.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5211.999593479314,-3.1913579670098713,15.022057814463214,2.8117692,0.8084812
14338,14338,29.0,3.0,6.0,3.0,58.2,93.876,-40.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-5210.999196176306,-3.3141053938608405,-11.041016899213231,2.9145834,0.79922384
14339,14339,45.0,1.0,-1.0,0.0,61.4,94.465,-41.8,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5209.999567164124,-2.721850517094426,4.923465379623347,2.859055,0.8082246
14340,14340,32.0,6.0,-1.0,1.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-5208.999042562119,-4.113552886461058,-8.166894447400768,2.9161906,0.82593656
14341,14341,45.0,1.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-5207.999323854838,-3.7426891248607372,5.017054227744945,2.874818,0.8172908
14342,14342,37.0,1.0,-1.0,0.0,58.2,93.075,-47.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5206.999117324667,-4.112253997341118,-3.1807345954991266,2.9788477,0.8535784
14343,14343,37.0,3.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5205.999340203622,-3.1936761666431934,-2.9932652854846653,2.945793,0.8380241
14344,14344,60.0,2.0,-1.0,1.0,59.9,93.2,-42.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-5204.999478578824,-3.98267068612344,19.91693817572775,2.9536462,0.84463406
14345,14345,56.0,1.0,12.0,4.0,58.3,94.027,-38.3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-5203.999623386257,-3.1563751340112813,16.000969912867777,2.8513045,0.7935995
14346,14346,39.0,6.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-5202.9992344135635,-3.7425071585486025,-0.9766946470556677,3.0443397,0.86869246
14347,14347,28.0,3.0,-1.0,0.0,58.2,92.893,-46.2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5201.998943940858,-4.294806024714125,-12.15959562730432,3.0565548,0.8807067
14348,14348,31.0,2.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-5200.999233804366,-3.2692821365595672,-9.09214466320516,3.1190104,0.88957304
14349,14349,51.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5199.999277029277,-4.28994927282922,10.842054062472656,3.0197213,0.9009881
14350,14350,38.0,1.0,-1.0,0.0,58.2,92.843,-50.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5198.999075306906,-4.341971703236492,-2.2313218035756055,3.1156092,0.90110886
14351,14351,31.0,1.0,-1.0,0.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5197.998987961136,-4.2932958138340025,-9.156680416567161,3.1435878,0.9010766
14352,14352,30.0,2.0,-1.0,1.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-5196.99904749866,-3.986505731603427,-10.089720034715725,3.1772606,0.91451377
14353,14353,35.0,3.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5195.999311444576,-3.1916705522628,-4.9852134237890855,3.1656227,0.9121532
14354,14354,77.0,1.0,3.0,4.0,58.2,93.876,-40.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-5194.999888966344,-3.3010396662823926,36.95597471379309,3.020194,0.8561654
14355,14355,32.0,15.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5193.998996423155,-4.291793859806928,-8.152008359688708,3.2740848,0.9391007
14356,14356,30.0,4.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5192.99935032101,-2.7205601998270934,-10.076891582531298,3.2428935,0.9350772
14357,14357,26.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-5191.999162853305,-3.268110848304316,-14.095577752307008,3.2815244,0.9407646
14358,14358,33.0,3.0,-1.0,0.0,57.1,92.201,-31.4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-5190.998854576698,-4.984081658008925,-6.903377629900457,3.317688,0.95672023
14359,14359,46.0,2.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-5189.999278682172,-3.9817685642709733,5.914850005119436,3.3863323,0.97366923
14360,14360,35.0,3.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5188.999311557584,-3.1899743150552866,-4.981771987543234,3.3536553,0.96366304
14361,14361,36.0,1.0,-1.0,0.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-5187.999060268314,-4.28992847903075,-4.1574506527488255,3.3250213,0.9567862
14362,14362,33.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5186.999284446322,-3.1899425463098443,-6.994682410020169,3.4088054,0.9818515
14363,14363,52.0,1.0,-1.0,0.0,57.1,92.963,-40.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-5185.999308811039,-4.21670505736794,11.926444895897369,3.4563098,0.97842145
14364,14364,32.0,3.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-5184.999076368226,-3.9832224429591236,-8.088717139965729,3.3881428,1.0435401
14365,14365,33.0,3.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-5183.999150884867,-3.7391804436951297,-6.980439100443934,3.4291418,0.98870534
14366,14366,33.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5182.999284805927,-3.188951014768301,-6.985959415705291,3.428522,0.98394597
14367,14367,55.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-5181.999580718996,-3.2601203391515434,14.904528862268647,3.4937856,0.97158086
14368,14368,33.0,1.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-5180.999017177951,-4.28880910731108,-7.164011038320917,3.4773972,0.9962167
14369,14369,38.0,1.0,13.0,1.0,56.6,92.649,-30.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-5179.999036610473,-4.532620101335441,-1.853473677337916,3.502553,0.990668
14370,14370,31.0,2.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-5178.999122555117,-3.7383867289532056,-8.978730212931536,3.5270193,0.99256736
14371,14371,34.0,6.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5177.999297121861,-3.1874347211799394,-5.9893562633086335,3.531871,0.99157864
14372,14372,51.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5176.9995440102275,-3.184019443321601,11.012647142244676,3.5832305,0.98818296
14373,14373,37.0,5.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-5175.999147370906,-3.9800447384485693,-3.079647506133156,3.5728698,1.0177523
14374,14374,41.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-5174.999400200336,-3.185491552103638,1.0137979421918757,3.59827,0.99228555
14375,14375,39.0,2.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-5173.9994809230475,-2.714313474949336,-1.078236376916378,3.6157517,0.9997625
